bounce,src,dst,packet_size,time
21,2,3,400000,0.071130
22,4,5,400000,0.071008
22,0,1,400000,0.071210
22,2,3,400000,0.071318
23,4,5,400000,0.071023
23,0,1,400000,0.071226
23,2,3,400000,0.071356
24,4,5,400000,0.070986
24,0,1,400000,0.071217
24,2,3,400000,0.071354
25,4,5,400000,0.070974
25,0,1,400000,0.071221
25,2,3,400000,0.071364
26,4,5,400000,0.070959
26,0,1,400000,0.071211
26,2,3,400000,0.071364
27,4,5,400000,0.071002
27,0,1,400000,0.071211
27,2,3,400000,0.071111
28,4,5,400000,0.071023
2,6,7,400000,0.686458
28,0,1,400000,0.071209
28,2,3,400000,0.071345
29,4,5,400000,0.070986
29,0,1,400000,0.071206
29,2,3,400000,0.071113
30,4,5,400000,0.070998
30,0,1,400000,0.071219
30,2,3,400000,0.071317
31,4,5,400000,0.071006
31,0,1,400000,0.071231
31,2,3,400000,0.071107
32,4,5,400000,0.071012
32,0,1,400000,0.071228
32,2,3,400000,0.071088
33,4,5,400000,0.071016
33,0,1,400000,0.071235
33,2,3,400000,0.071327
34,4,5,400000,0.070981
34,0,1,400000,0.071209
34,2,3,400000,0.071345
35,4,5,400000,0.070989
35,0,1,400000,0.071230
35,2,3,400000,0.071374
36,4,5,400000,0.071026
36,0,1,400000,0.071240
36,2,3,400000,0.071353
37,4,5,400000,0.071018
37,0,1,400000,0.071228
37,2,3,400000,0.071361
3,6,7,400000,0.686498
38,4,5,400000,0.071016
38,0,1,400000,0.071210
38,2,3,400000,0.071112
39,4,5,400000,0.070987
39,0,1,400000,0.071211
39,2,3,400000,0.071094
40,4,5,400000,0.071020
40,0,1,400000,0.071232
40,2,3,400000,0.071082
41,4,5,400000,0.071005
41,0,1,400000,0.071231
41,2,3,400000,0.071094
42,4,5,400000,0.070977
42,0,1,400000,0.071229
42,2,3,400000,0.071108
43,4,5,400000,0.070985
43,0,1,400000,0.071209
43,2,3,400000,0.071352
44,4,5,400000,0.070967
44,0,1,400000,0.071225
44,2,3,400000,0.071366
45,4,5,400000,0.071012
45,0,1,400000,0.071190
45,2,3,400000,0.071138
46,4,5,400000,0.071006
46,0,1,400000,0.071210
46,2,3,400000,0.071069
47,4,5,400000,0.071025
47,0,1,400000,0.071254
47,2,3,400000,0.071324
4,6,7,400000,0.686539
48,4,5,400000,0.071006
48,0,1,400000,0.071259
48,2,3,400000,0.071121
49,4,5,400000,0.071017
49,0,1,400000,0.071231
49,2,3,400000,0.071103
50,4,5,400000,0.071021
50,0,1,400000,0.071252
50,2,3,400000,0.071335
51,4,5,400000,0.071013
51,0,1,400000,0.071235
51,2,3,400000,0.071359
52,4,5,400000,0.070999
52,0,1,400000,0.071243
52,2,3,400000,0.071103
53,4,5,400000,0.070978
53,0,1,400000,0.071218
53,2,3,400000,0.071083
54,4,5,400000,0.070989
54,0,1,400000,0.071212
54,2,3,400000,0.071117
55,4,5,400000,0.071005
55,0,1,400000,0.071219
55,2,3,400000,0.071083
56,4,5,400000,0.071027
56,0,1,400000,0.071211
56,2,3,400000,0.071078
57,4,5,400000,0.071020
5,6,7,400000,0.686541
57,0,1,400000,0.071215
57,2,3,400000,0.071330
58,4,5,400000,0.071041
58,0,1,400000,0.071177
58,2,3,400000,0.071099
59,4,5,400000,0.071016
59,0,1,400000,0.071201
59,2,3,400000,0.071103
60,4,5,400000,0.071015
60,0,1,400000,0.071193
60,2,3,400000,0.071063
61,4,5,400000,0.071013
61,0,1,400000,0.071226
61,2,3,400000,0.071075
62,4,5,400000,0.071011
62,0,1,400000,0.071240
62,2,3,400000,0.071071
63,4,5,400000,0.071016
63,0,1,400000,0.071226
63,2,3,400000,0.071351
64,4,5,400000,0.071017
64,0,1,400000,0.071228
64,2,3,400000,0.071363
65,4,5,400000,0.071008
65,0,1,400000,0.071212
65,2,3,400000,0.071094
66,4,5,400000,0.071023
66,0,1,400000,0.071255
66,2,3,400000,0.071044
6,6,7,400000,0.686539
67,4,5,400000,0.071018
67,2,3,400000,0.071068
67,0,1,400000,0.071250
68,4,5,400000,0.071021
68,0,1,400000,0.071245
68,2,3,400000,0.071341
69,4,5,400000,0.071029
69,0,1,400000,0.070992
69,2,3,400000,0.071062
70,4,5,400000,0.071001
70,2,3,400000,0.071080
70,0,1,400000,0.071258
71,4,5,400000,0.071026
71,0,1,400000,0.071230
71,2,3,400000,0.071338
72,4,5,400000,0.071020
72,0,1,400000,0.071032
72,2,3,400000,0.071330
73,4,5,400000,0.070995
73,0,1,400000,0.071256
73,2,3,400000,0.071120
74,4,5,400000,0.071003
74,0,1,400000,0.071252
74,2,3,400000,0.071099
75,4,5,400000,0.071021
75,0,1,400000,0.070989
75,2,3,400000,0.071350
76,4,5,400000,0.071019
76,0,1,400000,0.071237
76,2,3,400000,0.071348
7,6,7,400000,0.686517
77,4,5,400000,0.071014
77,0,1,400000,0.071225
77,2,3,400000,0.071335
78,4,5,400000,0.071011
78,0,1,400000,0.071217
78,2,3,400000,0.071108
79,4,5,400000,0.071012
79,0,1,400000,0.071236
79,2,3,400000,0.071310
80,4,5,400000,0.071256
80,0,1,400000,0.071215
80,2,3,400000,0.071341
81,4,5,400000,0.071091
81,0,1,400000,0.071188
81,2,3,400000,0.071351
82,4,5,400000,0.070996
82,0,1,400000,0.071231
82,2,3,400000,0.071346
83,4,5,400000,0.071019
83,0,1,400000,0.071186
83,2,3,400000,0.071346
84,4,5,400000,0.071007
84,0,1,400000,0.071260
84,2,3,400000,0.071344
85,4,5,400000,0.071025
85,0,1,400000,0.071231
85,2,3,400000,0.071384
86,4,5,400000,0.070991
8,6,7,400000,0.687388
86,0,1,400000,0.071238
86,2,3,400000,0.071349
87,4,5,400000,0.070995
87,0,1,400000,0.071234
87,2,3,400000,0.071113
88,4,5,400000,0.071000
88,0,1,400000,0.071248
88,2,3,400000,0.071089
89,4,5,400000,0.070997
89,0,1,400000,0.071235
89,2,3,400000,0.071355
90,4,5,400000,0.070981
90,0,1,400000,0.071243
90,2,3,400000,0.071128
91,4,5,400000,0.070980
91,0,1,400000,0.071248
91,2,3,400000,0.071376
92,4,5,400000,0.071003
92,0,1,400000,0.071219
92,2,3,400000,0.071124
93,4,5,400000,0.071020
93,0,1,400000,0.071212
93,2,3,400000,0.071328
94,4,5,400000,0.071015
94,0,1,400000,0.071239
94,2,3,400000,0.071105
95,4,5,400000,0.071010
95,0,1,400000,0.071231
95,2,3,400000,0.071341
9,6,7,400000,0.686457
96,4,5,400000,0.070986
96,0,1,400000,0.071214
96,2,3,400000,0.071132
97,4,5,400000,0.071004
97,0,1,400000,0.071241
97,2,3,400000,0.071100
98,4,5,400000,0.070994
98,0,1,400000,0.071228
98,2,3,400000,0.071097
99,4,5,400000,0.070998
99,0,1,400000,0.071246
99,2,3,400000,0.071348
10,6,7,400000,0.686753
11,6,7,400000,0.686415
12,6,7,400000,0.686880
13,6,7,400000,0.686422
14,6,7,400000,0.686531
15,6,7,400000,0.686492
16,6,7,400000,0.686332
17,6,7,400000,0.686440
18,6,7,400000,0.686429
19,6,7,400000,0.686327
20,6,7,400000,0.686337
21,6,7,400000,0.686802
22,6,7,400000,0.686358
23,6,7,400000,0.686772
24,6,7,400000,0.686394
25,6,7,400000,0.686462
26,6,7,400000,0.686430
27,6,7,400000,0.686509
28,6,7,400000,0.686298
29,6,7,400000,0.686549
30,6,7,400000,0.686304
31,6,7,400000,0.686330
32,6,7,400000,0.686284
33,6,7,400000,0.686475
34,6,7,400000,0.686394
35,6,7,400000,0.686614
36,6,7,400000,0.687360
37,6,7,400000,0.686313
38,6,7,400000,0.686428
39,6,7,400000,0.686361
40,6,7,400000,0.686351
41,6,7,400000,0.686568
42,6,7,400000,0.686445
43,6,7,400000,0.686348
44,6,7,400000,0.686598
45,6,7,400000,0.686437
46,6,7,400000,0.687613
47,6,7,400000,0.686472
48,6,7,400000,0.686519
49,6,7,400000,0.686454
50,6,7,400000,0.686491
51,6,7,400000,0.686750
52,6,7,400000,0.686646
53,6,7,400000,0.686654
54,6,7,400000,0.686445
55,6,7,400000,0.686432
56,6,7,400000,0.686498
57,6,7,400000,0.686511
58,6,7,400000,0.686284
59,6,7,400000,0.686409
60,6,7,400000,0.686457
61,6,7,400000,0.686763
62,6,7,400000,0.686483
63,6,7,400000,0.686789
64,6,7,400000,0.686514
65,6,7,400000,0.686528
66,6,7,400000,0.686484
67,6,7,400000,0.686368
68,6,7,400000,0.686281
69,6,7,400000,0.686534
70,6,7,400000,0.686350
71,6,7,400000,0.686423
72,6,7,400000,0.686623
73,6,7,400000,0.686438
74,6,7,400000,0.686347
75,6,7,400000,0.686437
76,6,7,400000,0.686433
77,6,7,400000,0.686455
78,6,7,400000,0.686532
79,6,7,400000,0.686459
80,6,7,400000,0.686670
81,6,7,400000,0.686499
82,6,7,400000,0.686657
83,6,7,400000,0.686516
84,6,7,400000,0.686498
85,6,7,400000,0.686489
86,6,7,400000,0.686813
87,6,7,400000,0.686281
88,6,7,400000,0.686433
89,6,7,400000,0.686492
90,6,7,400000,0.686289
91,6,7,400000,0.686816
92,6,7,400000,0.686414
93,6,7,400000,0.686533
94,6,7,400000,0.686531
95,6,7,400000,0.686297
96,6,7,400000,0.686281
97,6,7,400000,0.686299
98,6,7,400000,0.686994
99,6,7,400000,0.686486
